Carbon_Source,Suitable,Category,Recommendation,Reasoning,Suggested_Alternative
Melibiose,True,simple_metabolite,use,Melibiose is a defined disaccharide that can be metabolized by certain bacteria and can be represented as a single metabolite in metabolic models.,
Methyl-B-D-galactopyranoside,True,simple_metabolite,use,Methyl-B-D-galactopyranoside is a defined chemical compound and can be represented as a single metabolite in metabolic models.,
Myristic acid,True,simple_metabolite,use,Myristic acid is a defined chemical compound and can be represented as a single metabolite in metabolic models.,
N-Acetyl-D-Glucosamine,True,simple_metabolite,use,N-Acetyl-D-Glucosamine is a defined chemical compound and a known carbon source for bacteria.,
Nonanoic acid,True,simple_metabolite,use,Nonanoic acid is a defined chemical compound and can be represented as a single metabolite in metabolic models.,
Octanoic acid,True,simple_metabolite,use,Octanoic acid is a defined chemical compound and can be represented as a single metabolite in metabolic models. It is a medium-chain fatty acid that some bacteria can metabolize.,
Oleic acid,True,simple_metabolite,use,Oleic acid is a defined chemical compound and can be represented as a single metabolite in metabolic models; it is a common carbon source for certain bacteria.,
Parabanic Acid,False,simple_metabolite,exclude,Parabanic acid is not a typical carbon source for bacterial metabolism.,D-Glucose
Pectin,False,polymer,use_monomer,Pectin is a complex polysaccharide and not a single defined compound; use its monomers like galacturonic acid for modeling.,Galacturonic acid
Phenylacetic acid,True,simple_metabolite,use,Phenylacetic acid is a defined chemical compound that can be metabolized by certain bacteria and can be represented as a single metabolite in metabolic models.,
Pimelic acid,True,simple_metabolite,use,Pimelic acid is a defined chemical compound and can be represented as a single metabolite in metabolic models.,
Potassium acetate,True,simple_metabolite,use,Potassium acetate is a defined chemical compound and a common carbon source for bacteria.,
Potassium oxalate monohydrate,False,simple_metabolite,exclude,Potassium oxalate is not a typical carbon source for most bacteria.,D-Glucose
Prebiotin-prebiotic,False,proprietary,use_alternative,"Prebiotin-prebiotic is likely a commercial product and not a single defined compound. | GPT-5: Prebiotin-prebiotic is a proprietary, mixed prebiotic fiber (chicory-root inulin/oligofructose) and is not a single defined metabolite; it does not appear as a compound in KEGG, BiGG, ModelSEED, or MetaCyc. Bacterial metabolism of inulin/FOS is well documented (e.g., Bifidobacterium and Lactobacillus use β-fructofuranosidases/inulinases to release fructose), and KEGG Glycan and MetaCyc curate fructan degradation pathways, so modeling the mixture as a fructose exchange is a practical proxy (see Roberfroid 2007; De Vuyst & Leroy 2011). (confidence: medium)",Fructose
PreticX-prebiotic,False,proprietary,use_alternative,"PreticX-prebiotic is likely a proprietary blend and not a single defined compound. | GPT-5: PreticX-prebiotic is a branded mixture of short-chain xylo-oligosaccharides (XOS), not a single defined metabolite, and does not have entries in KEGG, ModelSEED, BiGG, or MetaCyc as a unique compound. XOS are hydrolyzed by bacterial β-xylosidases to D-xylose, which is then catabolized via xylose isomerase (xylA) and xylulokinase (xylB) to D-xylulose-5-phosphate feeding the pentose phosphate pathway (e.g., KEGG map00040/map00030); numerous studies and reviews document XOS utilization by Bifidobacterium and related taxa (e.g., Riviere et al., Frontiers in Microbiology, 2016). Because PreticX is a heterogeneous mixture, it cannot be cleanly represented as a single exchange metabolite; use D-xylose as a proxy, or explicitly model extracellular XOS hydrolysis if your model supports oligosaccharide transport and β-xylosidase steps. (confidence: high)",D-xylose
Promitor-fiber,False,proprietary,use_alternative,"Promitor-fiber is likely a proprietary blend and not a defined chemical compound. | GPT-5: Promitor-fiber is a branded soluble corn fiber (resistant maltodextrin) comprising a heterogeneous mixture of glucose-based oligo-/polysaccharides with mixed linkages, so it is not a single defined metabolite and has no entry as such in KEGG, ModelSEED, BiGG, or MetaCyc (see Tate & Lyle PROMITOR product literature; KEGG map00500: Starch and sucrose metabolism). While gut bacteria do ferment resistant dextrins via alpha-glucan degradation pathways to maltodextrins/maltose/glucose, genome-scale models require defined metabolites; a practical proxy is to supply maltodextrin oligomers (e.g., maltotriose) rather than a single “Promitor” exchange. (confidence: high)",maltotriose
Protocatechuic Acid,True,simple_metabolite,use,Protocatechuic acid is a defined chemical compound and can be metabolized by certain bacteria.,
Putrescine Dihydrochloride,True,simple_metabolite,use,Putrescine dihydrochloride is a defined chemical compound and can be represented as a single metabolite in metabolic models.,
Red Arabinan from sugar-beet,False,polymer,use_monomer,"Red Arabinan from sugar-beet is a polysaccharide, which should be represented by its monomer, arabinose, in metabolic models.",Arabinose
Rhamnogalacturonan - from potato,False,polymer,use_monomer,"Rhamnogalacturonan is a complex polysaccharide, not a single metabolite.",Galacturonic acid
Sebacic acid,True,simple_metabolite,use,Sebacic acid is a defined chemical compound and can be represented as a single metabolite in metabolic models.,
Shikimic Acid,True,simple_metabolite,use,Shikimic acid is a defined chemical compound and can be represented as a single metabolite in metabolic models.,
"Sodium D,L-Lactate",True,simple_metabolite,use,"Sodium D,L-Lactate is a defined chemical compound that can be represented as a single metabolite and is a typical carbon source for bacterial metabolism.",
Sodium D-Lactate,True,simple_metabolite,use,Sodium D-Lactate is a defined chemical compound and a common carbon source for bacteria.,
Sodium Formate,True,simple_metabolite,use,Sodium formate is a defined chemical compound and can be metabolized by certain bacteria as a carbon source.,
Sodium Fumarate dibasic,True,simple_metabolite,use,Sodium fumarate dibasic is a defined chemical compound and can be represented as a single metabolite in metabolic models; it is a typical carbon source that bacteria can metabolize.,
Sodium L-Lactate,True,simple_metabolite,use,Sodium L-Lactate is a defined chemical compound and a common carbon source for bacterial metabolism.,
Sodium acetate,True,simple_metabolite,use,Sodium acetate is a defined chemical compound and a common carbon source for bacteria.,
Sodium adipate,True,simple_metabolite,use,Sodium adipate is a defined chemical compound and can be represented as a single metabolite in metabolic models. It is a dicarboxylic acid salt that some bacteria can metabolize.,
Sodium butyrate,True,simple_metabolite,use,Sodium butyrate is a defined chemical compound and a known carbon source for bacteria.,
Sodium octanoate,True,simple_metabolite,use,Sodium octanoate is a defined chemical compound and a fatty acid salt that can be metabolized by bacteria.,
Sodium propionate,True,simple_metabolite,use,Sodium propionate is a defined chemical compound and a known carbon source for some bacteria.,
Sodium pyruvate,True,simple_metabolite,use,Sodium pyruvate is a defined chemical compound and a common carbon source for bacteria.,
Sodium succinate dibasic hexahydrate,True,simple_metabolite,use,Sodium succinate dibasic hexahydrate is a defined chemical compound and a common carbon source for bacteria.,
Stachyose - 70%,False,polymer,use_monomer,"Stachyose is an oligosaccharide, which can be broken down into simpler sugars like glucose and fructose.",Glucose
Starch,False,polymer,use_monomer,"Starch is a polymer composed of glucose units and should be represented by its monomer, glucose, in metabolic models.",Glucose
Suberic acid,True,simple_metabolite,use,Suberic acid is a defined chemical compound that can be represented as a single metabolite in metabolic models.,
Succinic Acid,True,simple_metabolite,use,Succinic acid is a defined chemical compound and a common carbon source that can be metabolized by bacteria.,
Sucrose,True,simple_metabolite,use,Sucrose is a defined chemical compound and a common carbon source for many bacteria.,
Sunfiber-fiber,False,proprietary,use_alternative,"Sunfiber-fiber is likely a proprietary or commercial product, not a defined chemical compound. | GPT-5: Sunfiber-fiber is a branded partially hydrolyzed guar gum (PHGG), a galactomannan polymer, not a single defined metabolite; it does not have a specific entry in KEGG, BiGG, ModelSEED, or MetaCyc. PHGG is fermented by gut bacteria after extracellular/outer-membrane hydrolysis to mannose and galactose, which then enter standard central metabolism (mannose→F6P via ManA; galactose via the Leloir pathway) [Taiyo Sunfiber product information; general prebiotic fiber literature on PHGG/galactomannan fermentation]. (confidence: high)",D-mannose (primary proxy; optionally co-supply D-galactose at ~1:2 galactose:mannose ratio for guar galactomannan)
Supernatant; Agrobacterium rhizogenes K599 grown in Agro_defined_trehalose (~7.5 mM 3-keto-trehalose),False,complex_mixture,use_alternative,"The compound name suggests it is a supernatant from a bacterial culture, which is likely a complex mixture. | GPT-5: A culture supernatant is an undefined mixture and is not represented as a single metabolite in KEGG, BiGG, MetaCyc, or ModelSEED, so it cannot be modeled as one exchange reaction. The reported ~7.5 mM 3‑ketotrehalose arises from trehalose oxidation (trehalose oxidase, EC 1.1.3.4), and trehalose catabolism (trehalase/trehalose‑phosphate and trehalose oxidase → 3‑ketotrehalose → glucose + glucosone) is documented in MetaCyc (trehalose degradation via trehalose oxidase) and KEGG (EC 1.1.3.4), making trehalose a suitable, well‑curated proxy carbon source. (confidence: high)",trehalose
Thymidine,True,simple_metabolite,use,Thymidine is a defined chemical compound and can be represented as a single metabolite in metabolic models.,
Thymine,False,simple_metabolite,exclude,"Thymine is a nucleotide base, not a typical carbon source for metabolism.",D-Glucose
Trisodium citrate dihydrate,True,simple_metabolite,use,Trisodium citrate dihydrate is a defined chemical compound and can be metabolized by bacteria as a carbon source.,
Tween 20,False,complex_mixture,exclude,"Tween 20 is a complex mixture of polyoxyethylene sorbitan monolaurate esters, not a single defined compound.",Glycerol
Uridine,True,simple_metabolite,use,Uridine is a defined chemical compound and can be represented as a single metabolite in metabolic models. It is a nucleoside that can be metabolized by some bacteria.,
Valeric acid,True,simple_metabolite,use,Valeric acid is a defined chemical compound and can be metabolized by some bacteria.,
Vanillic Acid,True,simple_metabolite,use,Vanillic acid is a defined chemical compound that can be metabolized by certain bacteria and can be represented in metabolic models.,
Vanillin,True,simple_metabolite,use,Vanillin is a defined chemical compound and can be represented as a single metabolite in metabolic models.,
Vitafiber-prebiotic,False,proprietary,use_alternative,"Vitafiber-prebiotic is a commercial product and likely a proprietary blend, not a single defined compound. | GPT-5: Vitafiber-prebiotic is a branded product marketed as an isomaltooligosaccharide (IMO) prebiotic mixture (α-1,6-linked glucooligosaccharides of varying DP), not a single defined molecule, and it does not appear as a compound entry in KEGG, ModelSEED, BiGG, or MetaCyc. IMO are experimentally shown to be utilized by gut bacteria (e.g., Bifidobacterium, Lactobacillus) via oligo-1,6-glucosidase/α-glucosidase pathways yielding glucose (Sheu et al., 2008; Goffin et al., 2011), so modeling with a specific component such as isomaltose is more tractable than a single exchange for the proprietary blend. (confidence: medium)",isomaltose
Vitagos-prebiotic,False,proprietary,use_alternative,"Vitagos-prebiotic appears to be a commercial product and may not be a single defined compound. | GPT-5: Vitagos-prebiotic appears to be a branded galacto-oligosaccharide (GOS) mixture produced from lactose via β-galactosidase transgalactosylation, not a single defined metabolite; it is not indexed as a unique compound in KEGG, ModelSEED, BiGG, or MetaCyc, making a single exchange reaction inappropriate. Bacterial utilization of GOS (especially by Bifidobacterium and Lactobacillus) is well documented, proceeding via β-galactosidases and galactose Leloir pathway (Mussatto & Mancilha, Carbohydr Polym, 2007; Tzortzis et al., Appl Microbiol Biotechnol, 2005). For genome-scale modeling, the best proxy is lactose, which captures the uptake and hydrolysis steps feeding galactose/glucose metabolism. (confidence: medium)",lactose
WakoIMO-prebiotic,False,proprietary,use_alternative,"WakoIMO-prebiotic appears to be a proprietary blend, not a single defined compound. | GPT-5: WakoIMO-prebiotic is a proprietary isomaltooligosaccharide (IMO) mixture (DP2–10 α-1,6-linked glucose oligomers such as isomaltose, panose, isomaltotriose) rather than a single defined metabolite, and it does not appear as a unique compound in KEGG, ModelSEED, BiGG, or MetaCyc; only its constituent sugars are curated. While bacterial utilization of IMOs is well documented (e.g., Bifidobacterium/Lactobacillus via GH13/31 α-1,6-glucosidases/oligo-1,6-glucan hydrolases in KEGG map00500 starch/sucrose metabolism), a GEM requires a specific metabolite, so representing the proprietary blend as a single exchange is not biochemically well-defined. Use isomaltose as a proxy carbon source (common IMO component) or panose if organism-specific transport/α-glucosidase is known. (confidence: medium)",isomaltose
Xylitol,True,simple_metabolite,use,Xylitol is a defined chemical compound that can be represented as a single metabolite and is metabolizable by certain bacteria.,
Yacontrol-prebiotic,False,proprietary,use_alternative,"The compound 'Yacontrol-prebiotic' appears to be a proprietary product, and its exact chemical composition is unclear from the name alone. | GPT-5: ‘Yacontrol-prebiotic’ is a proprietary name with no resolvable entry in KEGG, ModelSEED, BiGG, or MetaCyc, so it cannot be encoded as a single metabolite/exchange. Commercial prebiotics are typically fructan-type oligosaccharides (FOS/inulin), which are experimentally metabolized by bifidobacteria and lactobacilli via β-fructofuranosidase/inulinase to fructose/sucrose (e.g., 1-kestose, nystose) (Roberfroid 2007; Sanz et al. 2005; Gibson & Hutkins 2017). Therefore, represent the substrate as explicit FOS oligomers or, if unavailable in your model, use sucrose and fructose exchanges as proxies. (confidence: medium)","Fructooligosaccharides (FOS; e.g., 1-kestose and nystose) or, if unavailable, sucrose + D-fructose"
a-Cyclodextrin,False,polymer,use_monomer,"a-Cyclodextrin is a cyclic oligosaccharide composed of glucose units, better represented by its monomer glucose in metabolic models.",D-Glucose
a-Ketoglutaric acid disodium salt hydrate,True,simple_metabolite,use,"a-Ketoglutaric acid disodium salt hydrate is a defined chemical compound and a known intermediate in the TCA cycle, which can be metabolized by bacteria.",
amylopectin from maize,False,polymer,use_monomer,"Amylopectin is a polysaccharide and should be represented by its monomer, glucose, in metabolic models.",D-Glucose
benzoic acid,True,simple_metabolite,use,Benzoic acid is a defined chemical compound that can be metabolized by certain bacteria and can be represented as a single metabolite in metabolic models.,
casamino acids,False,complex_mixture,exclude,Casamino acids are a complex mixture of amino acids and cannot be represented by a single metabolite.,Glucose
"dextran, Mw ~200,000",False,polymer,use_monomer,"Dextran is a polysaccharide and should be represented by its monomer, glucose, in metabolic models.",D-Glucose
m-Inositol,True,simple_metabolite,use,m-Inositol is a defined chemical compound that can be metabolized by some bacteria and can be represented in metabolic models.,
p-Coumaric acid,True,simple_metabolite,use,p-Coumaric acid is a defined chemical compound and can be metabolized by certain bacteria.,
palatinose hydrate,True,simple_metabolite,use,Palatinose hydrate is a defined chemical compound that can be metabolized by some bacteria.,
polygalacturonic acid,False,polymer,use_monomer,"Polygalacturonic acid is a polymer of galacturonic acid, which should be used as the monomeric unit in metabolic models.",Galacturonic acid
