organism,orgId,carbon_source,media_filename,biomass_flux,status,prediction,missing_compounds,num_missing
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,L-Asparagine,L-Asparagine.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00132",3
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,L-Aspartic Acid,L-Aspartic_Acid.json,0.5630249981290639,optimal,1,"cpd11574,cpd00244",2
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,L-Citrulline,L-Citrulline.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00274",3
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,L-Cysteine hydrochloride monohydrate,L-Cysteine_hydrochloride_monohydrate.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00084",3
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,L-Fucose,L-Fucose.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00751",3
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,L-Glutamic acid monopotassium salt monohydrate,L-Glutamic_acid_monopotassium_salt_monohydrate.json,0.7037812476622015,optimal,1,"cpd11574,cpd00244",2
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,L-Glutamine,L-Glutamine.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00053",3
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,L-Histidine,L-Histidine.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00119",3
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,L-Isoleucine,L-Isoleucine.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00322",3
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,L-Leucine,L-Leucine.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00107",3
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,L-Lysine,L-Lysine.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00039",3
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,L-Malic acid disodium salt monohydrate,L-Malic_acid_disodium_salt_monohydrate.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00130",3
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,L-Methionine,L-Methionine.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00060",3
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,L-Ornithine,L-Ornithine.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00064",3
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,L-Phenylalanine,L-Phenylalanine.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00066",3
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,L-Proline,L-Proline.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00129",3
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,L-Serine,L-Serine.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00054",3
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,L-Sorbose,L-Sorbose.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00212",3
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,L-Threonine,L-Threonine.json,0.0,optimal,0,"cpd11574,cpd00244",2
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,L-Tryptophan,L-Tryptophan.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00065",3
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,L-Valine,L-Valine.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00156",3
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,L-tyrosine disodium salt,L-tyrosine_disodium_salt.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00069",3
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,Lacto-N-tetraose,Lacto-N-tetraose.json,0.0,optimal,0,"cpd11574,cpd00244,cpd03807",3
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,Lactulose,Lactulose.json,0.0,optimal,0,"cpd11574,cpd00244,cpd04349",3
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,Levulinic Acid,Levulinic_Acid.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00219",3
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,Malonic acid,Malonic_acid.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00308",3
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,Melibiose,Melibiose.json,0.0,optimal,0,"cpd11574,cpd00244,cpd03198",3
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,Myristic acid,Myristic_acid.json,0.0,optimal,0,"cpd11574,cpd00244",2
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,N-Acetyl-D-Glucosamine,N-Acetyl-D-Glucosamine.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00122",3
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,Nonanoic acid,Nonanoic_acid.json,0.0,optimal,0,"cpd11574,cpd00244,cpd01126",3
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,Octanoic acid,Octanoic_acid.json,0.0,optimal,0,"cpd11574,cpd00244,cpd03846",3
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,Oleic acid,Oleic_acid.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00536",3
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,Phenylacetic acid,Phenylacetic_acid.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00430",3
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,Pimelic acid,Pimelic_acid.json,0.0,optimal,0,"cpd11574,cpd00244,cpd01727",3
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,Potassium acetate,Potassium_acetate.json,0.2815124990650715,optimal,1,"cpd11574,cpd00244",2
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,Protocatechuic Acid,Protocatechuic_Acid.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00197",3
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,Putrescine Dihydrochloride,Putrescine_Dihydrochloride.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00118",3
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,Sebacic acid,Sebacic_acid.json,0.0,optimal,0,"cpd11574,cpd00244,cpd05192",3
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,"Sodium D,L-Lactate",Sodium_DL-Lactate.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00159",3
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,Sodium D-Lactate,Sodium_D-Lactate.json,0.0,optimal,0,"cpd11574,cpd00244",2
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,Sodium Formate,Sodium_Formate.json,0.1407562495324349,optimal,1,"cpd11574,cpd00244",2
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,Sodium Fumarate dibasic,Sodium_Fumarate_dibasic.json,0.5630249981297402,optimal,1,"cpd11574,cpd00244",2
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,Sodium L-Lactate,Sodium_L-Lactate.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00159",3
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,Sodium acetate,Sodium_acetate.json,0.2815124990648778,optimal,1,"cpd11574,cpd00244",2
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,Sodium adipate,Sodium_adipate.json,0.0,optimal,0,"cpd11574,cpd00244,cpd03642",3
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,Sodium butyrate,Sodium_butyrate.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00211",3
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,Sodium octanoate,Sodium_octanoate.json,0.0,optimal,0,"cpd11574,cpd00244,cpd03846",3
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,Sodium propionate,Sodium_propionate.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00141",3
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,Sodium pyruvate,Sodium_pyruvate.json,0.4222687485973077,optimal,1,"cpd11574,cpd00244",2
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,Sodium succinate dibasic hexahydrate,Sodium_succinate_dibasic_hexahydrate.json,0.5630249981297267,optimal,1,"cpd11574,cpd00244",2
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,Succinic Acid,Succinic_Acid.json,0.5630249981297377,optimal,1,"cpd11574,cpd00244",2
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,Thymidine,Thymidine.json,0.0,optimal,0,"cpd11574,cpd00244",2
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,Trisodium citrate dihydrate,Trisodium_citrate_dihydrate.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00137",3
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,Valeric acid,Valeric_acid.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00597",3
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,Vanillic Acid,Vanillic_Acid.json,0.0,optimal,0,"cpd11574,cpd00244,cpd04073",3
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,Vanillin,Vanillin.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00561",3
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,Xylitol,Xylitol.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00306",3
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,a-Ketoglutaric acid disodium salt hydrate,a-Ketoglutaric_acid_disodium_salt_hydrate.json,0.7037812476621688,optimal,1,"cpd11574,cpd00244",2
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,benzoic acid,benzoic_acid.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00153",3
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,m-Inositol,m-Inositol.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00121",3
Brevundimonas sp. GW460-12-10-14-LB2,Brev2,palatinose hydrate,palatinose_hydrate.json,0.0,optimal,0,"cpd11574,cpd00244,cpd01200",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,"1,2-Propanediol",12-Propanediol.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00453",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,"1,3-Butandiol",13-Butandiol.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00738",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,1-Pentanol,1-Pentanol.json,0.0,optimal,0,"cpd11574,cpd00244,cpd16586",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,2-Deoxy-D-Ribose,2-Deoxy-D-Ribose.json,0.0,optimal,0,"cpd11574,cpd00244,cpd01242",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,2-methyl-1-butanol,2-methyl-1-butanol.json,0.0,optimal,0,"cpd11574,cpd00244,cpd16873",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,3-Methyl-2-Oxobutanoic Acid,3-Methyl-2-Oxobutanoic_Acid.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00123",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,3-methyl-1-butanol,3-methyl-1-butanol.json,0.0,optimal,0,"cpd11574,cpd00244,cpd04533",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,3-methyl-2-oxopentanoic acid,3-methyl-2-oxopentanoic_acid.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00508",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,4-Aminobutyric acid,4-Aminobutyric_acid.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00281",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,4-Hydroxybenzoic Acid,4-Hydroxybenzoic_Acid.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00136",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,4-Methyl-2-oxovaleric acid,4-Methyl-2-oxovaleric_acid.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00200",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,5-Aminovaleric acid,5-Aminovaleric_acid.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00339",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,Agro_defined_trehalose,Agro_defined_trehalose.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00794",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,Beta-Lactose,Beta-Lactose.json,0.0,optimal,0,"cpd11574,cpd00244,cpd01354",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,Butanol,Butanol.json,0.0,optimal,0,"cpd11574,cpd00244,cpd03662",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,Citric Acid,Citric_Acid.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00137",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,Cytidine,Cytidine.json,0.0,optimal,0,"cpd11574,cpd00244",2
Bacteroides thetaiotaomicron VPI-5482,Btheta,"D,L-Malic Acid",DL-Malic_Acid.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00130",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,D-Alanine,D-Alanine.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00117",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,D-Arabinose,D-Arabinose.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00185",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,D-Fructose,D-Fructose.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00082",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,D-Galactose,D-Galactose.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00108",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,D-Galacturonic Acid monohydrate,D-Galacturonic_Acid_monohydrate.json,0.64023348352357,optimal,1,"cpd11574,cpd00244",2
Bacteroides thetaiotaomicron VPI-5482,Btheta,D-Glucosamine Hydrochloride,D-Glucosamine_Hydrochloride.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00276",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,D-Glucose,D-Glucose.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00027",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,D-Glucose-6-Phosphate sodium salt,D-Glucose-6-Phosphate_sodium_salt.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00083",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,D-Lysine,D-Lysine.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00549",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,D-Mannitol,D-Mannitol.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00314",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,D-Mannose,D-Mannose.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00138",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,D-Raffinose pentahydrate,D-Raffinose_pentahydrate.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00382",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,D-Ribose,D-Ribose.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00105",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,D-Salicin,D-Salicin.json,0.0,optimal,0,"cpd11574,cpd00244,cpd01030",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,D-Serine,D-Serine.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00550",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,D-Sorbitol,D-Sorbitol.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00588",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,D-Tagatose,D---tagatose.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00589",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,D-Xylose,D-Xylose.json,0.6126761219608515,optimal,1,"cpd11574,cpd00244",2
Bacteroides thetaiotaomicron VPI-5482,Btheta,Decanoic acid,Decanoic_acid.json,0.0,optimal,0,"cpd11574,cpd00244,cpd01107",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,Disodium Glutarate,Disodium_Glutarate.json,0.0,optimal,0,"cpd11574,cpd00244",2
Bacteroides thetaiotaomicron VPI-5482,Btheta,Ferulic Acid,Ferulic_Acid.json,0.0,optimal,0,"cpd11574,cpd00244,cpd01059",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,Fumaric acid,Fumaric_acid.json,0.3676056731765124,optimal,1,"cpd11574,cpd00244",2
Bacteroides thetaiotaomicron VPI-5482,Btheta,Gly-Glu,Gly-Glu.json,0.0,optimal,0,"cpd11574,cpd00244,cpd11592",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,Glycerol,Glycerol.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00100",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,Glycine,Glycine.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00033",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,Glycolic Acid,Glycolic_Acid.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00139",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,Heptanoic acid,Heptanoic_acid.json,0.0,optimal,0,"cpd11574,cpd00244,cpd15608",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,Hexanoic acid,Hexanoic_acid.json,0.0,optimal,0,"cpd11574,cpd00244,cpd01113",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,Hydroxy-L-Proline,Hydroxy-L-Proline.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00345",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,Inosine,Inosine.json,0.6243195558580413,optimal,1,"cpd11574,cpd00244",2
Bacteroides thetaiotaomicron VPI-5482,Btheta,Isomaltose,Isomaltose.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00217",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,Itaconic Acid,Itaconic_Acid.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00380",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,L-Alanine,L-Alanine.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00035",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,L-Arabinose,L-Arabinose.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00224",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,L-Arginine,L-Arginine.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00051",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,L-Asparagine,L-Asparagine.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00132",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,L-Aspartic Acid,L-Aspartic_Acid.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00041",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,L-Cysteine hydrochloride monohydrate,L-Cysteine_hydrochloride_monohydrate.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00084",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,L-Fucose,L-Fucose.json,0.0,optimal,0,"cpd11574,cpd00244",2
Bacteroides thetaiotaomicron VPI-5482,Btheta,L-Glutamic acid monopotassium salt monohydrate,L-Glutamic_acid_monopotassium_salt_monohydrate.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00023",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,L-Glutamine,L-Glutamine.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00053",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,L-Histidine,L-Histidine.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00119",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,L-Isoleucine,L-Isoleucine.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00322",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,L-Leucine,L-Leucine.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00107",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,L-Lysine,L-Lysine.json,0.0,optimal,0,"cpd11574,cpd00244",2
Bacteroides thetaiotaomicron VPI-5482,Btheta,L-Malic acid disodium salt monohydrate,L-Malic_acid_disodium_salt_monohydrate.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00130",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,L-Ornithine,L-Ornithine.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00064",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,L-Phenylalanine,L-Phenylalanine.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00066",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,L-Proline,L-Proline.json,0.39315285719232723,optimal,1,"cpd11574,cpd00244",2
Bacteroides thetaiotaomicron VPI-5482,Btheta,L-Serine,L-Serine.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00054",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,L-Sorbose,L-Sorbose.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00212",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,L-Threonine,L-Threonine.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00161",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,L-Tryptophan,L-Tryptophan.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00065",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,L-Valine,L-Valine.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00156",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,L-tyrosine disodium salt,L-tyrosine_disodium_salt.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00069",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,Lacto-N-tetraose,Lacto-N-tetraose.json,0.0,optimal,0,"cpd11574,cpd00244,cpd03807",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,Lactulose,Lactulose.json,0.0,optimal,0,"cpd11574,cpd00244,cpd04349",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,Lauric acid,Lauric_acid.json,0.0,optimal,0,"cpd11574,cpd00244,cpd01741",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,Levulinic Acid,Levulinic_Acid.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00219",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,Melibiose,Melibiose.json,0.0,optimal,0,"cpd11574,cpd00244,cpd03198",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,Myristic acid,Myristic_acid.json,0.0,optimal,0,"cpd11574,cpd00244,cpd03847",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,Nonanoic acid,Nonanoic_acid.json,0.0,optimal,0,"cpd11574,cpd00244,cpd01126",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,Octanoic acid,Octanoic_acid.json,0.0,optimal,0,"cpd11574,cpd00244,cpd03846",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,Oleic acid,Oleic_acid.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00536",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,Phenylacetic acid,Phenylacetic_acid.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00430",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,Pimelic acid,Pimelic_acid.json,0.0,optimal,0,"cpd11574,cpd00244,cpd01727",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,Potassium acetate,Potassium_acetate.json,0.2560933934094254,optimal,1,"cpd11574,cpd00244",2
Bacteroides thetaiotaomicron VPI-5482,Btheta,Protocatechuic Acid,Protocatechuic_Acid.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00197",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,Putrescine Dihydrochloride,Putrescine_Dihydrochloride.json,0.0,optimal,0,"cpd11574,cpd00244",2
Bacteroides thetaiotaomicron VPI-5482,Btheta,Sebacic acid,Sebacic_acid.json,0.0,optimal,0,"cpd11574,cpd00244,cpd05192",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,Shikimic Acid,Shikimic_Acid.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00383",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,Sodium Formate,Sodium_Formate.json,0.0,optimal,0,"cpd11574,cpd00244",2
Bacteroides thetaiotaomicron VPI-5482,Btheta,Sodium Fumarate dibasic,Sodium_Fumarate_dibasic.json,0.36760567317651155,optimal,1,"cpd11574,cpd00244",2
Bacteroides thetaiotaomicron VPI-5482,Btheta,Sodium acetate,Sodium_acetate.json,0.25609339340942483,optimal,1,"cpd11574,cpd00244",2
Bacteroides thetaiotaomicron VPI-5482,Btheta,Sodium adipate,Sodium_adipate.json,0.0,optimal,0,"cpd11574,cpd00244,cpd03642",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,Sodium butyrate,Sodium_butyrate.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00211",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,Sodium octanoate,Sodium_octanoate.json,0.0,optimal,0,"cpd11574,cpd00244,cpd03846",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,Sodium propionate,Sodium_propionate.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00141",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,Sodium pyruvate,Sodium_pyruvate.json,0.3201167417617758,optimal,1,"cpd11574,cpd00244",2
Bacteroides thetaiotaomicron VPI-5482,Btheta,Sodium succinate dibasic hexahydrate,Sodium_succinate_dibasic_hexahydrate.json,0.36760567317651116,optimal,1,"cpd11574,cpd00244",2
Bacteroides thetaiotaomicron VPI-5482,Btheta,Succinic Acid,Succinic_Acid.json,0.3676056731765099,optimal,1,"cpd11574,cpd00244",2
Bacteroides thetaiotaomicron VPI-5482,Btheta,Thymidine,Thymidine.json,0.0,optimal,0,"cpd11574,cpd00244",2
Bacteroides thetaiotaomicron VPI-5482,Btheta,Trisodium citrate dihydrate,Trisodium_citrate_dihydrate.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00137",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,Uridine,Uridine.json,0.0,optimal,0,"cpd11574,cpd00244",2
Bacteroides thetaiotaomicron VPI-5482,Btheta,Valeric acid,Valeric_acid.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00597",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,Vanillic Acid,Vanillic_Acid.json,0.0,optimal,0,"cpd11574,cpd00244,cpd04073",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,Vanillin,Vanillin.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00561",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,Xylitol,Xylitol.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00306",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,a-Ketoglutaric acid disodium salt hydrate,a-Ketoglutaric_acid_disodium_salt_hydrate.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00024",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,benzoic acid,benzoic_acid.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00153",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,m-Inositol,m-Inositol.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00121",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,p-Coumaric acid,p-Coumaric_acid.json,0.0,optimal,0,"cpd11574,cpd00244,cpd00604",3
Bacteroides thetaiotaomicron VPI-5482,Btheta,palatinose hydrate,palatinose_hydrate.json,0.0,optimal,0,"cpd11574,cpd00244,cpd01200",3
Paraburkholderia bryophila 376MFSha3.1,Burk376,"1,2-Propanediol",12-Propanediol.json,0.0,optimal,0,"cpd10515,cpd00453",2
Paraburkholderia bryophila 376MFSha3.1,Burk376,"1,3-Butandiol",13-Butandiol.json,0.0,optimal,0,"cpd10515,cpd00738",2
